PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35669594","Identification of Biomarkers of Autophagy-Related Genes Between Early and Advanced Carotid Atherosclerosis","Zhang Y, Zhang H.","Int J Gen Med. 2022 May 31;15:5321-5334. doi: 10.2147/IJGM.S350232. eCollection 2022.","Zhang Y","Int J Gen Med","2022","2022/06/07","PMC9166959","","10.2147/IJGM.S350232"
"26358108","A New Pathway for Sympathetic Cardioprotection in Heart Failure","Simpson PC.","Circ Res. 2015 Sep 11;117(7):592-5. doi: 10.1161/CIRCRESAHA.115.307246.","Simpson PC","Circ Res","2015","2015/09/12","PMC4692358","NIHMS745796","10.1161/CIRCRESAHA.115.307246"
"34060005","miRNA in cardiac development and regeneration","Ouyang Z, Wei K.","Cell Regen. 2021 Jun 1;10(1):14. doi: 10.1186/s13619-021-00077-5.","Ouyang Z","Cell Regen","2021","2021/06/01","PMC8166991","","10.1186/s13619-021-00077-5"
"30074833","Benefits of exercise training on cardiovascular dysfunction: molecular and integrative","Zucker IH, Musch TI.","Am J Physiol Heart Circ Physiol. 2018 Oct 1;315(4):H1027-H1031. doi: 10.1152/ajpheart.00516.2018. Epub 2018 Aug 3.","Zucker IH","Am J Physiol Heart Circ Physiol","2018","2018/08/04","","","10.1152/ajpheart.00516.2018"
"33708902","Erratum to microRNA-188 aggravates contrast-induced apoptosis by targeting SRSF7 in novel isotonic contrast-induced acute kidney injury rat models and renal tubular epithelial cells","Liu B, Chai Y, Guo W, Lin K, Chen S, Liu J, Sun G, Chen G, Song F, He Y, Liang Y, Guo Z, Lei L, He L, Liu L, Tan N, Liu Y, Zhong S, Chen J.","Ann Transl Med. 2021 Feb;9(3):275. doi: 10.21037/atm-2020-45.","Liu B","Ann Transl Med","2021","2021/03/12","PMC7940898","","10.21037/atm-2020-45"
"33553359","A narrative review of the roles of the miR-15/107 family in heart disease: lessons and prospects for heart disease","Zheng M, Wang M.","Ann Transl Med. 2021 Jan;9(1):66. doi: 10.21037/atm-20-6073.","Zheng M","Ann Transl Med","2021","2021/02/08","PMC7859774","","10.21037/atm-20-6073"
"34631283","TSMDA: Target and symptom-based computational model for miRNA-disease-association prediction","Uthayopas K, de Sá AGC, Alavi A, Pires DEV, Ascher DB.","Mol Ther Nucleic Acids. 2021 Aug 26;26:536-546. doi: 10.1016/j.omtn.2021.08.016. eCollection 2021 Dec 3.","Uthayopas K","Mol Ther Nucleic Acids","2021","2021/10/11","PMC8479276","","10.1016/j.omtn.2021.08.016"
"34466598","Role of MicroRNAs in Diagnosis, Prognosis, and Treatment of Acute Heart Failure: Ambassadors from Intracellular Zone","Sadat-Ebrahimi SR, Aslanabadi N.","Galen Med J. 2020 Jun 23;9:e1818. doi: 10.31661/gmj.v9i0.1818. eCollection 2020.","Sadat-Ebrahimi SR","Galen Med J","2020","2021/09/01","PMC8343948","","10.31661/gmj.v9i0.1818"
"34869689","MicroRNA-Related Strategies to Improve Cardiac Function in Heart Failure","Zhou H, Tang W, Yang J, Peng J, Guo J, Fan C.","Front Cardiovasc Med. 2021 Nov 19;8:773083. doi: 10.3389/fcvm.2021.773083. eCollection 2021.","Zhou H","Front Cardiovasc Med","2021","2021/12/06","PMC8639862","","10.3389/fcvm.2021.773083"
"33817286","Long noncoding RNA FTX ameliorates hydrogen peroxide-induced cardiomyocyte injury by regulating the miR-150/KLF13 axis","Zhang Y, Fan X, Yang H.","Open Life Sci. 2020 Dec 31;15(1):1000-1012. doi: 10.1515/biol-2020-0100. eCollection 2020.","Zhang Y","Open Life Sci","2020","2021/04/05","PMC7874544","","10.1515/biol-2020-0100"
"36568258","Regulatory role of miRNAs in Wnt signaling pathway linked with cardiovascular diseases","Behera JK, Bhattacharya M, Mishra P, Mishra A, Dash AA, Kar NB, Behera B, Patra BC.","Curr Res Pharmacol Drug Discov. 2022 Oct 1;3:100133. doi: 10.1016/j.crphar.2022.100133. eCollection 2022.","Behera JK","Curr Res Pharmacol Drug Discov","2022","2022/12/26","PMC9780067","","10.1016/j.crphar.2022.100133"
"23554757","Hsa-mir-499 rs3746444 polymorphism and cancer risk: a meta-analysis","Zou P, Zhao L, Xu H, Chen P, Gu A, Liu N, Zhao P, Lu A.","J Biomed Res. 2012 Jul;26(4):253-9. doi: 10.7555/JBR.26.20110122. Epub 2012 Apr 16.","Zou P","J Biomed Res","2012","2013/04/05","PMC3596741","","10.7555/JBR.26.20110122"
"31380269","Selective Heart Irradiation Induces Cardiac Overexpression of the Pro-hypertrophic miR-212","Sárközy M, Gáspár R, Zvara Á, Kiscsatári L, Varga Z, Kővári B, Kovács MG, Szűcs G, Fábián G, Diószegi P, Cserni G, Puskás LG, Thum T, Kahán Z, Csont T, Bátkai S.","Front Oncol. 2019 Jul 16;9:598. doi: 10.3389/fonc.2019.00598. eCollection 2019.","Sárközy M","Front Oncol","2019","2019/08/06","PMC6646706","","10.3389/fonc.2019.00598"
"29531852","Circulating microRNA profiles in different arterial territories of stable atherosclerotic disease: a systematic review","Pereira-da-Silva T, Coutinho Cruz M, Carrusca C, Cruz Ferreira R, Napoleão P, Mota Carmo M.","Am J Cardiovasc Dis. 2018 Feb 5;8(1):1-13. eCollection 2018.","Pereira-da-Silva T","Am J Cardiovasc Dis","2018","2018/03/14","PMC5840275","",""
"29559958","Circulating Plasma MicroRNA-208a as Potential Biomarker of Chronic Indeterminate Phase of Chagas Disease","Linhares-Lacerda L, Granato A, Gomes-Neto JF, Conde L, Freire-de-Lima L, de Freitas EO, Freire-de-Lima CG, Coutinho Barroso SP, Jorge de Alcântara Guerra R, Pedrosa RC, Savino W, Morrot A.","Front Microbiol. 2018 Mar 6;9:269. doi: 10.3389/fmicb.2018.00269. eCollection 2018.","Linhares-Lacerda L","Front Microbiol","2018","2018/03/22","PMC5845676","","10.3389/fmicb.2018.00269"
"28485796","The blood genome-wide DNA methylation analysis reveals novel epigenetic changes in human heart failure","Li B, Feng ZH, Sun H, Zhao ZH, Yang SB, Yang P.","Eur Rev Med Pharmacol Sci. 2017 Apr;21(8):1828-1836.","Li B","Eur Rev Med Pharmacol Sci","2017","2017/05/10","","",""
"33322648","Differential Role of Circulating microRNAs to Track Progression and Pre-Symptomatic Stage of Chronic Heart Failure: A Pilot Study","D'Alessandra Y, Chiesa M, Carena MC, Beltrami AP, Rizzo P, Buzzetti M, Ricci V, Ferrari R, Fucili A, Livi U, Aleksova A, Pompilio G, Colombo GI.","Biomedicines. 2020 Dec 11;8(12):597. doi: 10.3390/biomedicines8120597.","D'Alessandra Y","Biomedicines","2020","2020/12/16","PMC7764340","","10.3390/biomedicines8120597"
"32754448","The Role of Non-coding RNAs in Viral Myocarditis","Zhang C, Xiong Y, Zeng L, Peng Z, Liu Z, Zhan H, Yang Z.","Front Cell Infect Microbiol. 2020 Jul 2;10:312. doi: 10.3389/fcimb.2020.00312. eCollection 2020.","Zhang C","Front Cell Infect Microbiol","2020","2020/08/06","PMC7343704","","10.3389/fcimb.2020.00312"
"35890169","Reversing Cardiac Hypertrophy at the Source Using a Cardiac Targeting Peptide Linked to miRNA106a: Targeting Genes That Cause Cardiac Hypertrophy","Gallicano GI, Fu J, Mahapatra S, Sharma MVR, Dillon C, Deng C, Zahid M.","Pharmaceuticals (Basel). 2022 Jul 15;15(7):871. doi: 10.3390/ph15070871.","Gallicano GI","Pharmaceuticals (Basel)","2022","2022/07/27","PMC9317130","","10.3390/ph15070871"
"18927462","Mesencephalic astrocyte-derived neurotrophic factor is an ischemia-inducible secreted endoplasmic reticulum stress response protein in the heart","Tadimalla A, Belmont PJ, Thuerauf DJ, Glassy MS, Martindale JJ, Gude N, Sussman MA, Glembotski CC.","Circ Res. 2008 Nov 21;103(11):1249-58. doi: 10.1161/CIRCRESAHA.108.180679. Epub 2008 Oct 16.","Tadimalla A","Circ Res","2008","2008/10/18","PMC2746824","NIHMS126745","10.1161/CIRCRESAHA.108.180679"
"28345303","Arterial ageing: from endothelial dysfunction to vascular calcification","Tesauro M, Mauriello A, Rovella V, Annicchiarico-Petruzzelli M, Cardillo C, Melino G, Di Daniele N.","J Intern Med. 2017 May;281(5):471-482. doi: 10.1111/joim.12605. Epub 2017 Mar 27.","Tesauro M","J Intern Med","2017","2017/03/28","","","10.1111/joim.12605"
"28584629","Role of the microRNA-29 family in fibrotic skin diseases","Harmanci D, Erkan EP, Kocak A, Akdogan GG.","Biomed Rep. 2017 Jun;6(6):599-604. doi: 10.3892/br.2017.900. Epub 2017 May 3.","Harmanci D","Biomed Rep","2017","2017/06/07","PMC5449962","","10.3892/br.2017.900"
"34760951","External Counterpulsation Improves Angiogenesis by Preserving Vascular Endothelial Growth Factor-A and Vascular Endothelial Growth Factor Receptor-2 but Not Regulating MicroRNA-92a Expression in Patients With Refractory Angina","Ambari AM, Lilihata G, Zuhri E, Ekawati E, Wijaya SA, Dwiputra B, Sukmawan R, Radi B, Haryana SM, Adiarto S, Hanafy DA, Zamroni D, Elen E, Mangkuanom AS, Santoso A.","Front Cardiovasc Med. 2021 Oct 25;8:761112. doi: 10.3389/fcvm.2021.761112. eCollection 2021.","Ambari AM","Front Cardiovasc Med","2021","2021/11/11","PMC8573065","","10.3389/fcvm.2021.761112"
"30588725","Muscle wasting in the presence of disease, why is it so variable?","Kemp PR, Griffiths M, Polkey MI.","Biol Rev Camb Philos Soc. 2019 Jun;94(3):1038-1055. doi: 10.1111/brv.12489. Epub 2018 Dec 26.","Kemp PR","Biol Rev Camb Philos Soc","2019","2018/12/28","","","10.1111/brv.12489"
"33209394","Identification of microRNAs enriched in exosomes in human pericardial fluid of patients with atrial fibrillation based on bioinformatic analysis","Liu L, Chen Y, Shu J, Tang CE, Jiang Y, Luo F.","J Thorac Dis. 2020 Oct;12(10):5617-5627. doi: 10.21037/jtd-20-2066.","Liu L","J Thorac Dis","2020","2020/11/19","PMC7656334","","10.21037/jtd-20-2066"
"30857174","Urinary Metabolites Altered during the Third Trimester in Pregnancies Complicated by Gestational Diabetes Mellitus: Relationship with Potential Upcoming Metabolic Disorders","López-Hernández Y, Herrera-Van Oostdam AS, Toro-Ortiz JC, López JA, Salgado-Bustamante M, Murgu M, Torres-Torres LM.","Int J Mol Sci. 2019 Mar 8;20(5):1186. doi: 10.3390/ijms20051186.","López-Hernández Y","Int J Mol Sci","2019","2019/03/13","PMC6429483","","10.3390/ijms20051186"
"33679617","Impact of Increased Oxidative Stress on Cardiovascular Diseases in Women With Polycystic Ovary Syndrome","Duică F, Dănilă CA, Boboc AE, Antoniadis P, Condrat CE, Onciul S, Suciu N, Creţoiu SM, Varlas VN, Creţoiu D.","Front Endocrinol (Lausanne). 2021 Feb 18;12:614679. doi: 10.3389/fendo.2021.614679. eCollection 2021.","Duică F","Front Endocrinol (Lausanne)","2021","2021/03/08","PMC7930620","","10.3389/fendo.2021.614679"
"28167565","Y RNA fragment in extracellular vesicles confers cardioprotection via modulation of IL-10 expression and secretion","Cambier L, de Couto G, Ibrahim A, Echavez AK, Valle J, Liu W, Kreke M, Smith RR, Marbán L, Marbán E.","EMBO Mol Med. 2017 Mar;9(3):337-352. doi: 10.15252/emmm.201606924.","Cambier L","EMBO Mol Med","2017","2017/02/08","PMC5331234","","10.15252/emmm.201606924"
"24440457","Cardioprotection by remote ischemic preconditioning of the rat heart is mediated by extracellular vesicles","Giricz Z, Varga ZV, Baranyai T, Sipos P, Pálóczi K, Kittel Á, Buzás EI, Ferdinandy P.","J Mol Cell Cardiol. 2014 Mar;68:75-8. doi: 10.1016/j.yjmcc.2014.01.004. Epub 2014 Jan 16.","Giricz Z","J Mol Cell Cardiol","2014","2014/01/21","","","10.1016/j.yjmcc.2014.01.004"
"22937489","New frontiers in heart hypertrophy during pregnancy","Li J, Umar S, Amjedi M, Iorga A, Sharma S, Nadadur RD, Regitz-Zagrosek V, Eghbali M.","Am J Cardiovasc Dis. 2012;2(3):192-207. Epub 2012 Jul 25.","Li J","Am J Cardiovasc Dis","2012","2012/09/01","PMC3427979","",""
"35155600","Targeting the microRNA-34a as a Novel Therapeutic Strategy for Cardiovascular Diseases","Hua CC, Liu XM, Liang LR, Wang LF, Zhong JC.","Front Cardiovasc Med. 2022 Jan 27;8:784044. doi: 10.3389/fcvm.2021.784044. eCollection 2021.","Hua CC","Front Cardiovasc Med","2022","2022/02/14","PMC8828972","","10.3389/fcvm.2021.784044"
"29762054","Altered sarco(endo)plasmic reticulum calcium adenosine triphosphatase 2a content: Targets for heart failure therapy","Liu G, Li SQ, Hu PP, Tong XY.","Diab Vasc Dis Res. 2018 Jul;15(4):322-335. doi: 10.1177/1479164118774313. Epub 2018 May 15.","Liu G","Diab Vasc Dis Res","2018","2018/05/16","","","10.1177/1479164118774313"
"31649728","Epigenetic Biomarkers in Cardiovascular Diseases","Soler-Botija C, Gálvez-Montón C, Bayés-Genís A.","Front Genet. 2019 Oct 9;10:950. doi: 10.3389/fgene.2019.00950. eCollection 2019.","Soler-Botija C","Front Genet","2019","2019/10/26","PMC6795132","","10.3389/fgene.2019.00950"
"25276296","miRNome in myocardial infarction: Future directions and perspective","Boštjančič E, Glavač D.","World J Cardiol. 2014 Sep 26;6(9):939-58. doi: 10.4330/wjc.v6.i9.939.","Boštjančič E","World J Cardiol","2014","2014/10/03","PMC4176804","","10.4330/wjc.v6.i9.939"
"29485473","Cardiac Progenitors Induced from Human Induced Pluripotent Stem Cells with Cardiogenic Small Molecule Effectively Regenerate Infarcted Hearts and Attenuate Fibrosis","Xuan W, Wang Y, Tang Y, Ali A, Hu H, Maienschein-Cline M, Ashraf M.","Shock. 2018 Dec;50(6):627-639. doi: 10.1097/SHK.0000000000001133.","Xuan W","Shock","2018","2018/02/28","PMC6109623","NIHMS943983","10.1097/SHK.0000000000001133"
"36891265","Impact of extracellular vesicles on the pathogenesis, diagnosis, and potential therapy in cardiopulmonary disease","Soto-Vázquez YM, Genschmer KR.","Front Pharmacol. 2023 Feb 20;14:1081015. doi: 10.3389/fphar.2023.1081015. eCollection 2023.","Soto-Vázquez YM","Front Pharmacol","2023","2023/03/09","PMC9986338","","10.3389/fphar.2023.1081015"
"35006441","Targeting cardiomyocyte proliferation as a key approach of promoting heart repair after injury","Li S, Ma W, Cai B.","Mol Biomed. 2021 Nov 5;2(1):34. doi: 10.1186/s43556-021-00047-y.","Li S","Mol Biomed","2021","2022/01/10","PMC8607366","","10.1186/s43556-021-00047-y"
"28011587","Elevated 20-HETE impairs coronary collateral growth in metabolic syndrome via endothelial dysfunction","Joseph G, Soler A, Hutcheson R, Hunter I, Bradford C, Hutcheson B, Gotlinger KH, Jiang H, Falck JR, Proctor S, Schwartzman ML, Rocic P.","Am J Physiol Heart Circ Physiol. 2017 Mar 1;312(3):H528-H540. doi: 10.1152/ajpheart.00561.2016. Epub 2016 Dec 23.","Joseph G","Am J Physiol Heart Circ Physiol","2017","2016/12/25","PMC5402017","","10.1152/ajpheart.00561.2016"
"36303113","VascuFit: vascular effects of non-linear periodized exercise training in sedentary adults with elevated cardiovascular risk - protocol for a randomized controlled trial","Königstein K, Meier J, Angst T, Maurer DJ, Kröpfl JM, Carrard J, Infanger D, Baumann S, Bischofsberger I, Harder M, Jäggi Y, Wettach S, Hanssen H, Schmidt-Trucksäss A.","BMC Cardiovasc Disord. 2022 Oct 27;22(1):449. doi: 10.1186/s12872-022-02905-1.","Königstein K","BMC Cardiovasc Disord","2022","2022/10/28","PMC9615395","","10.1186/s12872-022-02905-1"
"32269522","Pharmacokinetic Studies of Antisense Oligonucleotides Using MALDI-TOF Mass Spectrometry","Herkt M, Foinquinos A, Batkai S, Thum T, Pich A.","Front Pharmacol. 2020 Mar 25;11:220. doi: 10.3389/fphar.2020.00220. eCollection 2020.","Herkt M","Front Pharmacol","2020","2020/04/10","PMC7109322","","10.3389/fphar.2020.00220"
"26152686","Identification of gene signatures regulated by carvedilol in mouse heart","Teoh JP, Park KM, Broskova Z, Jimenez FR, Bayoumi AS, Archer K, Su H, Johnson J, Weintraub NL, Tang Y, Kim IM.","Physiol Genomics. 2015 Sep;47(9):376-85. doi: 10.1152/physiolgenomics.00028.2015. Epub 2015 Jul 7.","Teoh JP","Physiol Genomics","2015","2015/07/09","PMC4556938","","10.1152/physiolgenomics.00028.2015"
"28660188","microRNA in Cardiovascular Aging and Age-Related Cardiovascular Diseases","de Lucia C, Komici K, Borghetti G, Femminella GD, Bencivenga L, Cannavo A, Corbi G, Ferrara N, Houser SR, Koch WJ, Rengo G.","Front Med (Lausanne). 2017 Jun 12;4:74. doi: 10.3389/fmed.2017.00074. eCollection 2017.","de Lucia C","Front Med (Lausanne)","2017","2017/06/30","PMC5466994","","10.3389/fmed.2017.00074"
"36712879","Expression of miR-320 and miR-204 in myocardial infarction and correlation with prognosis and degree of heart failure","Yang Y, Guo Q, Lu M, Huang Y, Yang Y, Gao C.","Front Genet. 2023 Jan 11;13:1094332. doi: 10.3389/fgene.2022.1094332. eCollection 2022.","Yang Y","Front Genet","2023","2023/01/30","PMC9873962","","10.3389/fgene.2022.1094332"
"32004065","MitoQ regulates redox-related noncoding RNAs to preserve mitochondrial network integrity in pressure-overload heart failure","Kim S, Song J, Ernst P, Latimer MN, Ha CM, Goh KY, Ma W, Rajasekaran NS, Zhang J, Liu X, Prabhu SD, Qin G, Wende AR, Young ME, Zhou L.","Am J Physiol Heart Circ Physiol. 2020 Mar 1;318(3):H682-H695. doi: 10.1152/ajpheart.00617.2019. Epub 2020 Jan 31.","Kim S","Am J Physiol Heart Circ Physiol","2020","2020/02/01","PMC7099446","","10.1152/ajpheart.00617.2019"
"20029627","Putative Role of MicroRNA-Regulated Pathways in Comorbid Neurological and Cardiovascular Disorders","Hébert SS.","Cardiovasc Psychiatry Neurol. 2009;2009:849519. doi: 10.1155/2009/849519. Epub 2009 Aug 24.","Hébert SS","Cardiovasc Psychiatry Neurol","2009","2009/12/24","PMC2790804","","10.1155/2009/849519"
"30524292","Exosomes: Basic Biology and Technological Advancements Suggesting Their Potential as Ischemic Heart Disease Therapeutics","Shanmuganathan M, Vughs J, Noseda M, Emanueli C.","Front Physiol. 2018 Nov 19;9:1159. doi: 10.3389/fphys.2018.01159. eCollection 2018.","Shanmuganathan M","Front Physiol","2018","2018/12/08","PMC6262308","","10.3389/fphys.2018.01159"
"34202871","Postnatal Expression Profile of MicroRNAs Associated with Cardiovascular Diseases in 3- to 11-Year-Old Preterm-Born Children","Hromadnikova I, Kotlabova K, Krofta L, Sirc J.","Biomedicines. 2021 Jun 24;9(7):727. doi: 10.3390/biomedicines9070727.","Hromadnikova I","Biomedicines","2021","2021/07/02","PMC8301298","","10.3390/biomedicines9070727"
"25228951","Exercise training in hypertension: Role of microRNAs","Neves VJ, Fernandes T, Roque FR, Soci UP, Melo SF, de Oliveira EM.","World J Cardiol. 2014 Aug 26;6(8):713-27. doi: 10.4330/wjc.v6.i8.713.","Neves VJ","World J Cardiol","2014","2014/09/18","PMC4163701","","10.4330/wjc.v6.i8.713"
"26098549","Cardioprotective Signature of Short-Term Caloric Restriction","Noyan H, El-Mounayri O, Isserlin R, Arab S, Momen A, Cheng HS, Wu J, Afroze T, Li RK, Fish JE, Bader GD, Husain M.","PLoS One. 2015 Jun 22;10(6):e0130658. doi: 10.1371/journal.pone.0130658. eCollection 2015.","Noyan H","PLoS One","2015","2015/06/23","PMC4476723","","10.1371/journal.pone.0130658"
"23098994","Converging levels of analysis on a genomic hotspot for psychosis: insights from 22q11.2 deletion syndrome","Schreiner MJ, Lazaro MT, Jalbrzikowski M, Bearden CE.","Neuropharmacology. 2013 May;68:157-73. doi: 10.1016/j.neuropharm.2012.09.012. Epub 2012 Oct 23.","Schreiner MJ","Neuropharmacology","2013","2012/10/27","PMC3677073","NIHMS418105","10.1016/j.neuropharm.2012.09.012"
"27512774","MicroRNAs and Polycystic Kidney Disease","Hajarnis S, Lakhia R, Patel V.","In: Li X, editor. Polycystic Kidney Disease [Internet]. Brisbane (AU): Codon Publications; 2015 Nov. Chapter 13.","Hajarnis S","Polycystic Kidney Disease","2015","2015/11/01","","","10.15586/codon.pkd.2015.ch13"
"30766462","Effects of six weeks of resistance-endurance training on microRNA-29 expression in the heart of ovariectomised rats","Jourkesh M, Soori R, Earnest CP, Mirheidari L, Ravasi AA, Stannard SR, Monsalves-Alvarez M.","Prz Menopauzalny. 2018 Dec;17(4):155-160. doi: 10.5114/pm.2018.81737. Epub 2018 Dec 30.","Jourkesh M","Prz Menopauzalny","2018","2019/02/16","PMC6372852","","10.5114/pm.2018.81737"
"34861058","Identification of atrial-enriched lncRNA Walras linked to cardiomyocyte cytoarchitecture and atrial fibrillation","García-Padilla C, Domínguez JN, Lodde V, Munk R, Abdelmohsen K, Gorospe M, Jiménez-Sábado V, Ginel A, Hove-Madsen L, Aránega AE, Franco D.","FASEB J. 2022 Jan;36(1):e22051. doi: 10.1096/fj.202100844RR.","García-Padilla C","FASEB J","2022","2021/12/03","PMC8684585","NIHMS1754758","10.1096/fj.202100844RR"
